,artist,track_name,track_id,popularity,release_date,duration,upload_time,country_name,playlist_type
4774,Kidd,KAPOTE,4HrtkH6VWOqrstEi1psSux,65,2023-03-23,155166,2023-11-04 16:43:27.452336, Greece,Top
4775,RACK,WKEANOUS,4R2e2aZ1oHB2kZkJTKJtCY,66,2023-07-24,150857,2023-11-04 16:43:27.452336, Greece,Top
4776,Sigma,AGAPI - Remix,7pQJFF9uu0GpVbHoDtW3sl,66,2023-05-08,180645,2023-11-04 16:43:27.452336, Greece,Top
4777,Anastasia,Simadi,2ILpP6nlR7QndbxtzLbZ7K,65,2023-06-16,177150,2023-11-04 16:43:27.452336, Greece,Top
4778,Bossikan,FEMINISTIS,3CBZxjDHQpgvHsnqF06CSu,66,2023-08-25,187500,2023-11-04 16:43:27.452336, Greece,Top
4779,Kidd,MONOS,6104vmH44puCfW9cDqh0ET,66,2023-07-27,154800,2023-11-04 16:43:27.452336, Greece,Top
4780,Hawk,Blue Iguana,3cGYbsm5YpNMSSyUjTvlzw,65,2023-05-25,102222,2023-11-04 16:43:27.452336, Greece,Top
4781,VLOSPA,Big Moves - Vol. 4,0lERxH3jbcidjxfTrarujg,56,2023-10-24,158793,2023-11-04 16:43:27.452336, Greece,Top
4782,Alecc,Marijuana,5PAY2gBskLbyl11vYApJKf,45,2023-11-02,133728,2023-11-04 16:43:27.452336, Greece,Top
4783,RACK,9MM,3EYVgA1fsZ3ZrcE5vpIzYf,66,2023-06-19,141030,2023-11-04 16:43:27.452336, Greece,Top
4784,Kidd,19,2C9a4LSUxxeAbHYDLFYB3K,64,2023-09-24,160879,2023-11-04 16:43:27.452336, Greece,Top
4785,Bloody Hawk,Ton Kosmo Girizo,6xPJAhprbkceB2j3klCum1,66,2023-09-20,175841,2023-11-04 16:43:27.452336, Greece,Top
4786,Tate McRae,greedy,3rUGC1vUpkDG9CZFHMur1t,99,2023-09-15,131872,2023-11-04 16:43:27.452336, Greece,Top
4787,RICTA,Katse Kala,4kvSOLAx3cG7GQstq6x3hI,65,2023-08-07,166700,2023-11-04 16:43:27.452336, Greece,Top
4788,Anastasia,Floga,57uiFyexstQyJ04VAAXa49,62,2023-06-16,180326,2023-11-04 16:43:27.452336, Greece,Top
4789,Wang,De Me Ksereis Kala,7etssWv7DrxlUkrVQhWslJ,64,2023-06-21,185000,2023-11-04 16:43:27.452336, Greece,Top
4790,Strat,MAYBACH,4lIGBgedeQIS1tfAtW3bLh,62,2023-10-05,134693,2023-11-04 16:43:27.452336, Greece,Top
4791,SIDARTA,BELLA,4zGbkBCVObxKqYXOmV46oB,64,2023-06-13,191431,2023-11-04 16:43:27.452336, Greece,Top
4792,Bossikan,Sagapw,2iKjK6sz9UxWDKtRWEJTfd,64,2023-06-09,188411,2023-11-04 16:43:27.452336, Greece,Top
4793,Kidd,Mavromalla,4ybJLyfjA4JIJE05VdDVyy,64,2023-07-13,146000,2023-11-04 16:43:27.452336, Greece,Top
4794,iñigo quintero,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,2023-11-04 16:43:27.452336, Greece,Top
4795,Mente Fuerte,Oulala,1bPzfHjRXPvoyWaL5ZOmZE,63,2023-02-13,169419,2023-11-04 16:43:27.452336, Greece,Top
4796,Light,Esy,3bgNoBwhxYYQXWnGJc40V1,63,2023-06-30,214950,2023-11-04 16:43:27.452336, Greece,Top
4797,Ioulia Kallimani,7/7,5e8JV9r2vKrbebUQMRpBCy,63,2023-03-22,171704,2023-11-04 16:43:27.452336, Greece,Top
4798,Kenya Grace,Strangers,5mjYQaktjmjcMKcUIcqz4s,98,2023-09-01,172964,2023-11-04 16:43:27.452336, Greece,Top
4799,Dirty Harry,Zero,0Hn5RO8hSKSJZYihW6qL1Q,62,2023-08-04,130166,2023-11-04 16:43:27.452336, Greece,Top
4800,Maluma,Según Quién,4bw8mcDUSRWfQo63ZTYRnU,89,2023-08-25,142334,2023-11-04 16:43:27.452336, Guatemala,Top
4801,Bad Bunny,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,97,2023-10-13,162767,2023-11-04 16:43:27.452336, Guatemala,Top
4802,Calle 24,Que Onda,6uIIdjYTxxpWOyWuVXrKQO,94,2023-08-30,191466,2023-11-04 16:43:27.452336, Guatemala,Top
4803,Grupo Frontera,EL AMOR DE SU VIDA,0O3U5iwTbiXCREMkvotJuN,90,2023-08-25,165848,2023-11-04 16:43:27.452336, Guatemala,Top
4804,Fuerza Regida,HARLEY QUINN,6CvTEtGagmzQvkUzzyKR9k,87,2023-10-20,143327,2023-11-04 16:43:27.452336, Guatemala,Top
4805,KAROL G,QLONA,5RqSsdzTNPX1uzkmlHCFvK,94,2023-08-10,172797,2023-11-04 16:43:27.452336, Guatemala,Top
4806,Bad Bunny,MONACO,4MjDJD8cW7iVeWInc2Bdyj,98,2023-10-13,267194,2023-11-04 16:43:27.452336, Guatemala,Top
4807,Carin Leon,Primera Cita,25OeKzcqakFPaJlXHPE5lm,87,2023-05-19,186455,2023-11-04 16:43:27.452336, Guatemala,Top
4808,Peso Pluma,LADY GAGA,7mXuWTczZNxG5EDcjFEuJR,95,2023-06-29,212878,2023-11-04 16:43:27.452336, Guatemala,Top
4809,Myke Towers,LALA,7ABLbnD53cQK00mhcaOUVG,97,2023-03-23,197920,2023-11-04 16:43:27.452336, Guatemala,Top
4810,Grupo Frontera,un x100to,2yzshFeBIwH8tWIqHEFLeD,86,2023-08-25,194563,2023-11-04 16:43:27.452336, Guatemala,Top
4811,Jung Kook,Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,0,2023-11-03,183550,2023-11-04 16:43:27.452336, Guatemala,Top
4812,Peso Pluma,TULUM,7bPp2NmpmyhLJ7zWazAXMu,91,2023-06-29,209415,2023-11-04 16:43:27.452336, Guatemala,Top
4813,iñigo quintero,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,2023-11-04 16:43:27.452336, Guatemala,Top
4814,Grupo Frontera,QUE VUELVAS,5HR7yfhSCeoOHRQN05XnZQ,82,2023-08-25,169418,2023-11-04 16:43:27.452336, Guatemala,Top
4815,LATIN MAFIA,Patadas de Ahogado,4WefXOf8I4gMjdj2kBJgkl,0,2023-11-02,224835,2023-11-04 16:43:27.452336, Guatemala,Top
4816,Junior H,Y LLORO,6RcAHyC5sAUIbPTkhOQwd8,90,2023-10-05,179013,2023-11-04 16:43:27.452336, Guatemala,Top
4817,Plan B,Es un Secreto,7JwdbqIpiuWvGbRryKSuBz,72,2010-07-20,190560,2023-11-04 16:43:27.452336, Guatemala,Top
4818,Bad Bunny,FINA,3nNmRE0DxHC6ZaKkrpUumS,93,2023-10-13,216327,2023-11-04 16:43:27.452336, Guatemala,Top
4819,KAROL G,MI EX TENÍA RAZÓN,54zcJnb3tp9c5OVKREZ1Is,89,2023-08-10,154374,2023-11-04 16:43:27.452336, Guatemala,Top
4820,Junior H,El Azul,1haJsMtoBhHfvuM7XWuT3W,90,2023-02-10,187225,2023-11-04 16:43:27.452336, Guatemala,Top
4821,Feid,Classy 101,6XSqqQIy7Lm7SnwxS4NrGx,93,2023-03-31,195986,2023-11-04 16:43:27.452336, Guatemala,Top
4822,Alex Favela,ELOVRGA,2TJKY0WSFufZOzbRNgl6zE,91,2023-08-18,194769,2023-11-04 16:43:27.452336, Guatemala,Top
4823,Gabito Ballesteros,LOU LOU,3FvTHuefYV6TxE3Kseqno8,88,2023-10-19,188000,2023-11-04 16:43:27.452336, Guatemala,Top
4824,Fuerza Regida,SABOR FRESA,3kx21xR6IboC9HVdajgBoc,75,2023-10-20,156500,2023-11-04 16:43:27.452336, Guatemala,Top
4825,Quevedo,Columbia,6XbtvPmIpyCbjuT0e8cQtp,95,2023-07-07,186000,2023-11-04 16:43:27.452336, Guatemala,Top
4826,KAROL G,AMARGURA,505v13epFXodT9fVAJ6h8k,90,2023-02-24,170480,2023-11-04 16:43:27.452336, Guatemala,Top
4827,Oscar Maydon,Fin de Semana,6TBzRwnX2oYd8aOrOuyK1p,87,2023-01-13,224920,2023-11-04 16:43:27.452336, Guatemala,Top
4828,Bad Bunny,UN PREVIEW,5ixdmTpCmH5diBA1j154wN,87,2023-10-13,165582,2023-11-04 16:43:27.452336, Guatemala,Top
4829,Feid,Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,87,2022-09-14,155960,2023-11-04 16:43:27.452336, Guatemala,Top
4830,Yng Lvcas,La Bebe - Remix,2UW7JaomAMuX9pZrjVpHAU,92,2023-03-17,234352,2023-11-04 16:43:27.452336, Guatemala,Top
4831,Yahritza Y Su Esencia,Frágil,7BVMtLpd7edHeOizt4RWz9,79,2023-09-08,160517,2023-11-04 16:43:27.452336, Guatemala,Top
4832,Eslabon Armado,Ella Baila Sola,3qQbCzHBycnDpGskqOWY0E,86,2023-04-28,165671,2023-11-04 16:43:27.452336, Guatemala,Top
4833,Jung Kook,Standing Next to You,2KslE17cAJNHTsI2MI0jb2,0,2023-11-03,206019,2023-11-04 16:43:27.452336, Guatemala,Top
4834,Darell,Lollipop,3cDyocF0Ibdfs1SFQk5cLZ,94,2023-07-28,199946,2023-11-04 16:43:27.452336, Guatemala,Top
4835,Fuerza Regida,TQM,2O223PoYCkIPSsE4cmnr9v,73,2023-10-20,157251,2023-11-04 16:43:27.452336, Guatemala,Top
4836,Manuel Turizo,La Bachata,3tt9i3Hhzq84dPS8H7iSiJ,85,2023-03-17,162637,2023-11-04 16:43:27.452336, Guatemala,Top
4837,J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,86,2019-06-28,242573,2023-11-04 16:43:27.452336, Guatemala,Top
4838,Jung Kook,3D (feat. Jack Harlow),01qFKNWq73UfEslI0GvumE,89,2023-10-02,201812,2023-11-04 16:43:27.452336, Guatemala,Top
4839,Bad Bunny,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,90,2022-05-06,178567,2023-11-04 16:43:27.452336, Guatemala,Top
4840,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,83,2018-05-11,220116,2023-11-04 16:43:27.452336, Guatemala,Top
4841,Michelle Maciel,CCC,7uuqrSuCjWxPTCVyOeGMyt,84,2023-05-04,126081,2023-11-04 16:43:27.452336, Guatemala,Top
4842,Fuerza Regida,Bebe Dame,0IKeDy5bT9G0bA7ZixRT4A,82,2022-12-28,271861,2023-11-04 16:43:27.452336, Guatemala,Top
4843,Tainy,MOJABI GHOST,4eMKD8MRroxCqugpsxCCNb,89,2023-06-29,232131,2023-11-04 16:43:27.452336, Guatemala,Top
4844,Bad Bunny,WHERE SHE GOES,2sTDlCxmuZCTDKKk9f1qus,85,2023-10-13,231704,2023-11-04 16:43:27.452336, Guatemala,Top
4845,Belanova,Rosa Pastel,6Z0ybnsUBhbZ9ZjPW64eoF,65,2005-01-01,185933,2023-11-04 16:43:27.452336, Guatemala,Top
4846,Código FN,Mood Malandro,0zhymr6RqNuvp0RMIvdpdA,87,2023-08-24,191558,2023-11-04 16:43:27.452336, Guatemala,Top
4847,Ryan Castro,QUEMA,2hn2zOA2XFlv6DSmesylrL,88,2023-07-13,150618,2023-11-04 16:43:27.452336, Guatemala,Top
4848,Peso Pluma,PRC,0cNSq9T5l8gZnpY14rsTR2,81,2023-06-29,184066,2023-11-04 16:43:27.452336, Guatemala,Top
4849,Eden Muñoz,Abcdario,0qCPD6ilr9nXkI4KVZgcns,85,2023-05-13,220650,2023-11-04 16:43:27.452336, Guatemala,Top
4850,Bad Bunny,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,97,2023-10-13,162767,2023-11-04 16:43:27.452336, Honduras,Top
4851,Bad Bunny,MONACO,4MjDJD8cW7iVeWInc2Bdyj,98,2023-10-13,267194,2023-11-04 16:43:27.452336, Honduras,Top
4852,Maluma,Según Quién,4bw8mcDUSRWfQo63ZTYRnU,89,2023-08-25,142334,2023-11-04 16:43:27.452336, Honduras,Top
4853,Calle 24,Que Onda,6uIIdjYTxxpWOyWuVXrKQO,94,2023-08-30,191466,2023-11-04 16:43:27.452336, Honduras,Top
4854,Bad Bunny,FINA,3nNmRE0DxHC6ZaKkrpUumS,93,2023-10-13,216327,2023-11-04 16:43:27.452336, Honduras,Top
4855,Jung Kook,Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,0,2023-11-03,183550,2023-11-04 16:43:27.452336, Honduras,Top
4856,JIN,The Astronaut,0h7QMc9ZRzA9QJrbEHytn2,87,2022-10-28,282463,2023-11-04 16:43:27.452336, Honduras,Top
4857,Carin Leon,Primera Cita,25OeKzcqakFPaJlXHPE5lm,87,2023-05-19,186455,2023-11-04 16:43:27.452336, Honduras,Top
4858,KAROL G,QLONA,5RqSsdzTNPX1uzkmlHCFvK,94,2023-08-10,172797,2023-11-04 16:43:27.452336, Honduras,Top
4859,Grupo Frontera,EL AMOR DE SU VIDA,0O3U5iwTbiXCREMkvotJuN,90,2023-08-25,165848,2023-11-04 16:43:27.452336, Honduras,Top
4860,Myke Towers,LALA,7ABLbnD53cQK00mhcaOUVG,97,2023-03-23,197920,2023-11-04 16:43:27.452336, Honduras,Top
4861,Jung Kook,Standing Next to You,2KslE17cAJNHTsI2MI0jb2,0,2023-11-03,206019,2023-11-04 16:43:27.452336, Honduras,Top
4862,Peso Pluma,LADY GAGA,7mXuWTczZNxG5EDcjFEuJR,95,2023-06-29,212878,2023-11-04 16:43:27.452336, Honduras,Top
4863,Fuerza Regida,HARLEY QUINN,6CvTEtGagmzQvkUzzyKR9k,87,2023-10-20,143327,2023-11-04 16:43:27.452336, Honduras,Top
4864,Jung Kook,3D (feat. Jack Harlow),01qFKNWq73UfEslI0GvumE,89,2023-10-02,201812,2023-11-04 16:43:27.452336, Honduras,Top
4865,Plan B,Es un Secreto,7JwdbqIpiuWvGbRryKSuBz,72,2010-07-20,190560,2023-11-04 16:43:27.452336, Honduras,Top
4866,iñigo quintero,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,2023-11-04 16:43:27.452336, Honduras,Top
4867,Grupo Frontera,un x100to,2yzshFeBIwH8tWIqHEFLeD,86,2023-08-25,194563,2023-11-04 16:43:27.452336, Honduras,Top
4868,Bad Bunny,UN PREVIEW,5ixdmTpCmH5diBA1j154wN,87,2023-10-13,165582,2023-11-04 16:43:27.452336, Honduras,Top
4869,Bad Bunny,SEDA,1YnChEM51BVZ5dRhbVFEMl,90,2023-10-13,190476,2023-11-04 16:43:27.452336, Honduras,Top
4870,Bad Bunny,MERCEDES CAROTA,3TYOH7ta0101NYssoH5GlU,88,2023-10-13,202635,2023-11-04 16:43:27.452336, Honduras,Top
4871,Feid,Classy 101,6XSqqQIy7Lm7SnwxS4NrGx,93,2023-03-31,195986,2023-11-04 16:43:27.452336, Honduras,Top
4872,Quevedo,Columbia,6XbtvPmIpyCbjuT0e8cQtp,95,2023-07-07,186000,2023-11-04 16:43:27.452336, Honduras,Top
4873,Bad Bunny,HIBIKI,4qSEvFGCpde73gqIuq3sho,92,2023-10-13,208000,2023-11-04 16:43:27.452336, Honduras,Top
4874,Bad Bunny,TELEFONO NUEVO,01ppKlDRCmPpusO3yNrSRY,89,2023-10-13,354784,2023-11-04 16:43:27.452336, Honduras,Top
4875,Bad Bunny,WHERE SHE GOES,2sTDlCxmuZCTDKKk9f1qus,85,2023-10-13,231704,2023-11-04 16:43:27.452336, Honduras,Top
4876,Feid,Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,87,2022-09-14,155960,2023-11-04 16:43:27.452336, Honduras,Top
4877,Grupo Frontera,QUE VUELVAS,5HR7yfhSCeoOHRQN05XnZQ,82,2023-08-25,169418,2023-11-04 16:43:27.452336, Honduras,Top
4878,Tony Dize,Solos,0WKd91LoIHCFIhDmgewjhy,62,2009-11-17,188826,2023-11-04 16:43:27.452336, Honduras,Top
4879,Bad Bunny,BABY NUEVA,3NhstUmrlhaN1M6hP8zMbb,90,2023-10-13,240773,2023-11-04 16:43:27.452336, Honduras,Top
4880,Tainy,MOJABI GHOST,4eMKD8MRroxCqugpsxCCNb,89,2023-06-29,232131,2023-11-04 16:43:27.452336, Honduras,Top
4881,Bad Bunny,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,90,2022-05-06,178567,2023-11-04 16:43:27.452336, Honduras,Top
4882,Bad Bunny,MR. OCTOBER,1ODFVLQszq0hCOdZtqV5wq,89,2023-10-13,189258,2023-11-04 16:43:27.452336, Honduras,Top
4883,Darell,Lollipop,3cDyocF0Ibdfs1SFQk5cLZ,94,2023-07-28,199946,2023-11-04 16:43:27.452336, Honduras,Top
4884,KAROL G,AMARGURA,505v13epFXodT9fVAJ6h8k,90,2023-02-24,170480,2023-11-04 16:43:27.452336, Honduras,Top
4885,J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,86,2019-06-28,242573,2023-11-04 16:43:27.452336, Honduras,Top
4886,Peso Pluma,TULUM,7bPp2NmpmyhLJ7zWazAXMu,91,2023-06-29,209415,2023-11-04 16:43:27.452336, Honduras,Top
4887,KAROL G,MI EX TENÍA RAZÓN,54zcJnb3tp9c5OVKREZ1Is,89,2023-08-10,154374,2023-11-04 16:43:27.452336, Honduras,Top
4888,Jhayco,Holanda,6irysuQyZWd7Bjj7ePiOs2,92,2023-07-28,231693,2023-11-04 16:43:27.452336, Honduras,Top
4889,Jimin,Like Crazy,3Ua0m0YmEjrMi9XErKcNiR,94,2023-03-24,212241,2023-11-04 16:43:27.452336, Honduras,Top
4890,Bad Bunny,NO ME QUIERO CASAR,39L3LdlHS3gqB62HPWaJRg,87,2023-10-13,225654,2023-11-04 16:43:27.452336, Honduras,Top
4891,Jung Kook,Hate You,5ONOlTiqymhzwcFjqcIT6E,0,2023-11-03,154236,2023-11-04 16:43:27.452336, Honduras,Top
4892,Bad Bunny,LOS PITS,7ucEkWU0SVy0XFdfXESgfY,87,2023-10-13,250851,2023-11-04 16:43:27.452336, Honduras,Top
4893,Yng Lvcas,La Bebe - Remix,2UW7JaomAMuX9pZrjVpHAU,92,2023-03-17,234352,2023-11-04 16:43:27.452336, Honduras,Top
4894,Arcángel,Hace Mucho Tiempo,5Y0ZwhwMEQ7NIb5PeAp0YI,70,2013-11-19,171333,2023-11-04 16:43:27.452336, Honduras,Top
4895,Feid,Normal,0T2pB7P1VdXPhLdQZ488uH,84,2022-09-14,171880,2023-11-04 16:43:27.452336, Honduras,Top
4896,Jung Kook,Yes or No,2gkVEnpahpE3bQuvGuCpAV,0,2023-11-03,147557,2023-11-04 16:43:27.452336, Honduras,Top
4897,Bad Bunny,THUNDER Y LIGHTNING,4pcafPzLDSqQktqSpxHL3E,87,2023-10-13,217133,2023-11-04 16:43:27.452336, Honduras,Top
4898,Jung Kook,Please Don't Change (feat. DJ Snake),0k0GtcnyQLMiXrdEDbLXmJ,0,2023-11-03,146684,2023-11-04 16:43:27.452336, Honduras,Top
4899,Bad Gyal,Chulo pt.2,0J9g1MMJDhyvOb3NWckHMm,90,2023-06-22,219333,2023-11-04 16:43:27.452336, Honduras,Top
4900,Jung Kook,Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,0,2023-11-03,183550,2023-11-04 16:43:27.452336, Hong Kong,Top
4901,Keung To,濤,1xRMtDxiU8xxAlaDscHIoT,75,2023-08-01,232489,2023-11-04 16:43:27.452336, Hong Kong,Top
4902,Keung To,Dummy,2CwGJLH5jTBlVQhMfjCc6e,74,2023-05-29,246143,2023-11-04 16:43:27.452336, Hong Kong,Top
4903,Jung Kook,3D (feat. Jack Harlow),01qFKNWq73UfEslI0GvumE,89,2023-10-02,201812,2023-11-04 16:43:27.452336, Hong Kong,Top
4904,Keung To,"Dear My Friend,",11IqNbLOD4s4nVYSuEttFR,66,2021-08-06,232007,2023-11-04 16:43:27.452336, Hong Kong,Top
4905,Anson Lo 盧瀚霆,ON,2Yccw4AWlnf8BMcD4rnlFc,68,2023-10-04,200027,2023-11-04 16:43:27.452336, Hong Kong,Top
4906,Keung To,追,3uHE0cVFDFDORAVhwLqL4p,66,2023-03-16,313944,2023-11-04 16:43:27.452336, Hong Kong,Top
4907,LE SSERAFIM,Perfect Night,74X2u8JMVooG2QbjRxXwR8,84,2023-10-27,159080,2023-11-04 16:43:27.452336, Hong Kong,Top
4908,Jung Kook,Standing Next to You,2KslE17cAJNHTsI2MI0jb2,0,2023-11-03,206019,2023-11-04 16:43:27.452336, Hong Kong,Top
4909,Anson Lo 盧瀚霆,浪漫殺死巨蟹座,2fOpn6RdCJzcYl32PZCMM3,67,2023-07-21,244488,2023-11-04 16:43:27.452336, Hong Kong,Top
4910,Keung To,風雨不改 (電影《阿媽有咗第二個》主題曲),172oAbLGpgeCsukno7oBRe,65,2022-08-17,308053,2023-11-04 16:43:27.452336, Hong Kong,Top
4911,Anson Lo 盧瀚霆,Nah,7nJlkwxJSNDqO20WWeLuNX,65,2023-06-12,233188,2023-11-04 16:43:27.452336, Hong Kong,Top
4912,陳卓賢 Ian,仍在,1rPPxVHA0YWiUzxzuFlQDN,67,2023-09-08,278670,2023-11-04 16:43:27.452336, Hong Kong,Top
4913,MC 張天賦,與我無關,0GoEr3439Go5CGHL6fw1US,64,2023-09-05,205845,2023-11-04 16:43:27.452336, Hong Kong,Top
4914,Keung To,作品的說話,1dBroK67DSaaEE5kvkVjzG,61,2022-04-30,252746,2023-11-04 16:43:27.452336, Hong Kong,Top
4915,JENNIE,You & Me,6gcuJpHu0Ey30D5WR76y98,83,2023-10-06,179164,2023-11-04 16:43:27.452336, Hong Kong,Top
4916,Jung Kook,Yes or No,2gkVEnpahpE3bQuvGuCpAV,0,2023-11-03,147557,2023-11-04 16:43:27.452336, Hong Kong,Top
4917,Jung Kook,Hate You,5ONOlTiqymhzwcFjqcIT6E,0,2023-11-03,154236,2023-11-04 16:43:27.452336, Hong Kong,Top
4918,MC 張天賦,抽,7mz4dDKFWSwj7cjnJeITBH,62,2023-07-27,242778,2023-11-04 16:43:27.452336, Hong Kong,Top
4919,IVE,Baddie,7uyeEbG6hyApgXuEypGcsZ,82,2023-10-13,154360,2023-11-04 16:43:27.452336, Hong Kong,Top
4920,Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,100,2019-08-23,178426,2023-11-04 16:43:27.452336, Hong Kong,Top
4921,Jung Kook,Please Don't Change (feat. DJ Snake),0k0GtcnyQLMiXrdEDbLXmJ,0,2023-11-03,146684,2023-11-04 16:43:27.452336, Hong Kong,Top
4922,Jung Kook,Too Sad to Dance,3bNNvJA7hsGw0wSpGkfOBm,0,2023-11-03,175911,2023-11-04 16:43:27.452336, Hong Kong,Top
4923,Jung Kook,Somebody,5KfJvZ0PZzRdwFRaTUDAA7,0,2023-11-03,168599,2023-11-04 16:43:27.452336, Hong Kong,Top
4924,陳卓賢 Ian,再見 寧靜海,3mVO7XaN9ULGNuXteiCOz3,62,2023-01-18,250677,2023-11-04 16:43:27.452336, Hong Kong,Top
4925,Jung Kook,Closer to You (feat. Major Lazer),06Qo2fYR2KS1F7bL338iVT,0,2023-11-03,170995,2023-11-04 16:43:27.452336, Hong Kong,Top
4926,Jung Kook,Shot Glass of Tears,7AbqgE05nFl9qY4FRUiq2p,0,2023-11-03,167246,2023-11-04 16:43:27.452336, Hong Kong,Top
4927,Tate McRae,greedy,3rUGC1vUpkDG9CZFHMur1t,99,2023-09-15,131872,2023-11-04 16:43:27.452336, Hong Kong,Top
4928,Keung To,沒有翅膀的天使,1VU4roZEde9uI25e4rUOuU,61,2023-04-28,198000,2023-11-04 16:43:27.452336, Hong Kong,Top
4929,陳卓賢 Ian,抱抱無尾熊,6lfMr5SEeFdpMeIJxw5n1I,62,2023-04-12,225527,2023-11-04 16:43:27.452336, Hong Kong,Top
4930,NewJeans,Super Shy,5sdQOyqq2IDhvmx2lHOpwd,92,2023-07-07,154666,2023-11-04 16:43:27.452336, Hong Kong,Top
4931,MC 張天賦,老派約會之必要,3x2hKSUf8O8IqI1shmxGnp,59,2023-01-20,223950,2023-11-04 16:43:27.452336, Hong Kong,Top
4932,陳卓賢 Ian,擁抱後的歌,3Frg7nyANyCvDpbyaOxtdf,63,2023-07-24,218840,2023-11-04 16:43:27.452336, Hong Kong,Top
4933,Anson Lo 盧瀚霆,MONEY,4bzylGLMAjkb8AYCcsu96R,61,2023-02-22,202538,2023-11-04 16:43:27.452336, Hong Kong,Top
4934,The Kid LAROI,TOO MUCH,0rKWJnmo6Q0ovoPOLoLm0t,92,2023-10-19,203894,2023-11-04 16:43:27.452336, Hong Kong,Top
4935,V,Slow Dancing,5h1BN75CEh8wdSwE1xrbSe,96,2023-09-08,187026,2023-11-04 16:43:27.452336, Hong Kong,Top
4936,Tyson Yoshi,你不會一輩子的愛上我,5FbxrTeMrO3zbLe3uLbYH7,0,2023-11-03,197307,2023-11-04 16:43:27.452336, Hong Kong,Top
4937,Doja Cat,Paint The Town Red,56y1jOTK0XSvJzVv9vHQBK,89,2023-09-20,230480,2023-11-04 16:43:27.452336, Hong Kong,Top
4938,MC 張天賦,記憶棉,1ZrnCyms7CBYsCvkkVIkt8,61,2021-10-22,273390,2023-11-04 16:43:27.452336, Hong Kong,Top
4939,V,Love Me Again,2N0SPREDYqILVEFSsWF5N5,90,2023-08-11,182293,2023-11-04 16:43:27.452336, Hong Kong,Top
4940,陳卓賢 Ian,生若冰火 (ViuTV 劇集冰上火花主題曲),0zEBpYDhSzcvAvypqOqm5G,43,2023-11-02,184368,2023-11-04 16:43:27.452336, Hong Kong,Top
4941,Dear Jane,到底發生過什麼事,1t5D0Y5VMTEISUpAZXoFpN,51,2023-07-06,259375,2023-11-04 16:43:27.452336, Hong Kong,Top
4942,(G)I-DLE,Queencard,4uOBL4DDWWVx4RhYKlPbPC,85,2023-05-15,161240,2023-11-04 16:43:27.452336, Hong Kong,Top
4943,IVE,Off The Record,3G7MgLuWLzUJQflWOCDZit,79,2023-10-06,188733,2023-11-04 16:43:27.452336, Hong Kong,Top
4944,MC 張天賦,世一,3IxGmKdOkv7tgMCzyKF2Xm,58,2023-01-20,263133,2023-11-04 16:43:27.452336, Hong Kong,Top
4945,陳卓賢 Ian,留一天與你喘息,6flgMTTqhbJSNryAPCYcvA,59,2022-02-14,258924,2023-11-04 16:43:27.452336, Hong Kong,Top
4946,Dear Jane,浮床,3gOTUuIDMbBYECtnPadsxY,59,2023-09-14,213619,2023-11-04 16:43:27.452336, Hong Kong,Top
4947,陳卓賢 Ian,Distance (Mandarin Version),3qUObXucAc56ax5DSzcUF1,61,2023-09-01,200497,2023-11-04 16:43:27.452336, Hong Kong,Top
4948,Hins Cheung,隱形遊樂場,6bMgCXapeQEVFgAOr8EvgY,59,2023-04-20,233187,2023-11-04 16:43:27.452336, Hong Kong,Top
4949,YOASOBI,アイドル,1hAloWiinXLPQUJxrJReb1,74,2023-10-04,211733,2023-11-04 16:43:27.452336, Hong Kong,Top
4950,DESH,Rampapapam,1E2flGJxXQNeBLRqQXiAsK,68,2023-07-21,189354,2023-11-04 16:43:27.452336, Hungary,Top
4951,Tomi,Valencia,7kIn3HrqM432chtEydQgMb,65,2023-09-23,175081,2023-11-04 16:43:27.452336, Hungary,Top
4952,DESH,Pakisztáni/popo,1tCIXEBHBFHO1x3M07z3xy,66,2023-07-21,161025,2023-11-04 16:43:27.452336, Hungary,Top
4953,Azahriah,ceremónia,2IetMd5ZFurl1sjSAqhq2O,66,2023-08-24,273818,2023-11-04 16:43:27.452336, Hungary,Top
4954,Azahriah,3korty,5ZY255MSISgMrvHmRZux1E,66,2023-05-01,193398,2023-11-04 16:43:27.452336, Hungary,Top
